player_name,team,salary_2025_26,salary_2026_27,salary_2027_28,salary_2028_29,salary_2029_30,salary_2030_31,guaranteed
Buddy Hield,ATL,9219512.0,9658536.0,10097560.0,,,,18878048.0
Kyle Anderson,MEM,9219512.0,,,,,,9219512.0
Bennedict Mathurin,LAC,9187573.0,,,,,,9187573.0
Ace Bailey,UTA,9069840.0,9523080.0,9976560.0,12640302.0,,,18592920.0
Naji Marshall,DAL,9000000.0,9428571.0,,,,,18428571.0
Jalen Smith,CHI,9000000.0,9428571.0,,,,,18428571.0
Ty Jerome,MEM,8781000.0,9220050.0,9659100.0,,,,18001050.0
Ausar Thompson,DET,8775000.0,11117925.0,,,,,19892925.0
Brook Lopez,LAC,8750000.0,9187500.0,,,,,8750000.0
Quentin Grimes,PHI,8741209.0,,,,,,8741209.0
Ron Holland,DET,8657280.0,9069600.0,11491183.0,,,,17726880.0
Sam Merrill,CLE,8482144.0,9160715.0,9839285.0,10517856.0,,,38000000.0
Jaylin Williams,OKC,8450704.0,7774648.0,7774648.0,,,,16225352.0
Shaedon Sharpe,POR,8399983.0,20089287.0,21696429.0,23303571.0,24910713.0,,98399983.0
Kelly Oubre Jr.,PHI,8382150.0,,,,,,8382150.0
Goga Bitadze,ORL,8333333.0,7608696.0,,,,,15942029.0
Simone Fontecchio,MIA,8307692.0,,,,,,8307692.0
Tre Johnson,WAS,8237640.0,8649600.0,9061680.0,11490211.0,,,16887240.0
Georges Niang,MEM,8200000.0,,,,,,8200000.0
Zeke Nnaji,DEN,8177778.0,7466667.0,7466667.0,,,,15644445.0
Deandre Ayton,LAL,33654814.0,8104000.0,,,,,8104000.0
Tre Mann,CHO,8000000.0,8000000.0,8000000.0,,,,16000000.0
Tre Jones,CHI,8000000.0,8000000.0,8000000.0,,,,16000000.0
Kevon Looney,NOP,8000000.0,8000000.0,,,,,8000000.0
Anthony Black,ORL,7970280.0,10106316.0,,,,,18076596.0
Tidjane Salaün,CHO,7863240.0,8237880.0,10445633.0,,,,16101120.0
Max Christie,DAL,7714286.0,8285714.0,8857143.0,,,,16000000.0
Dyson Daniels,ATL,7707709.0,25000000.0,25000000.0,25000000.0,25000000.0,,107707709.0
Isaiah Jackson,LAC,7600000.0,7000000.0,6400000.0,,,,21000000.0
Jeremiah Fears,NOP,7520040.0,7896240.0,8271960.0,10505389.0,,,15416280.0
Ayo Dosunmu,MIN,7518518.0,,,,,,7518518.0
Bilal Coulibaly,WAS,7275600.0,9240012.0,,,,,16515612.0
Payton Pritchard,BOS,7232143.0,7767857.0,8303571.0,,,,23303571.0
Donovan Clingan,POR,7178400.0,7519920.0,9550298.0,,,,14698320.0
Kenrich Williams,OKC,7163000.0,7163000.0,,,,,7163000.0
Jeremy Sochan,SAS,7874853.0,,,,,,7096231.0
Tyus Jones,DAL,7000000.0,,,,,,7000000.0
Egor Dёmin,BRK,6889200.0,7233720.0,7578240.0,9639522.0,,,14122920.0
Jevon Carter,CHI,7680524.0,,,,,,6809524.0
Clint Capela,HOU,6700000.0,7035000.0,7370000.0,,,,21105000.0
Ousmane Dieng,MIL,6670882.0,,,,,,6670882.0
Jarace Walker,IND,6665520.0,8478542.0,,,,,15144062.0
Dean Wade,CLE,6623456.0,,,,,,
Jalen Williams,OKC,6580997.0,41500000.0,44820000.0,48140000.0,51460000.0,54780000.0,247280997.0
Rob Dillingham,CHI,6576120.0,6889320.0,8763216.0,,,,13465440.0
Jalen Duren,DET,6483144.0,,,,,,6483144.0
Ochai Agbaji,BRK,6383525.0,,,,,,6383525.0
Collin Murray-Boyles,TOR,6332520.0,6649560.0,6966000.0,8874684.0,,,12982080.0
Mark Williams,PHO,6276531.0,,,,,,6276531.0
Day'Ron Sharpe,BRK,6250000.0,6250000.0,,,,,6250000.0
Ziaire Williams,BRK,6250000.0,6250000.0,,,,,6250000.0
John Konchar,UTA,6165000.0,6165000.0,,,,,12330000.0
Taylor Hendricks,MEM,6127080.0,7805900.0,,,,,13932980.0
Saddiq Bey,NOP,6118644.0,6440678.0,,,,,12559322.0
Zach Edey,MEM,6045000.0,6332760.0,8067937.0,,,,12377760.0
Khaman Maluach,PHO,6016080.0,6316680.0,6617160.0,8436880.0,,,12332760.0
Jaden Hardy,WAS,6000000.0,6000000.0,6000000.0,,,,12000000.0
Jake LaRavia,LAL,6000000.0,6000000.0,,,,,12000000.0
Cam Thomas,BRK,6837779.0,,,,,,5993172.0
Cason Wallace,OKC,5820240.0,7420806.0,,,,,13241046.0
Cody Williams,UTA,5742480.0,6015600.0,7669890.0,,,,11758080.0
Cedric Coward,MEM,5715120.0,6001080.0,6286920.0,8342743.0,,,11716200.0
D'Angelo Russell,WAS,5685000.0,5969250.0,,,,,5685000.0
Al Horford,GSW,5685000.0,5969250.0,,,,,5685000.0
Tari Eason,HOU,5675766.0,,,,,,5675766.0
Haywood Highsmith,BRK,6443984.0,3018158.0,,,,,5616000.0
Nicolas Batum,LAC,5601600.0,5881680.0,,,,,5601600.0
Jett Howard,ORL,5529720.0,7337939.0,,,,,5529720.0
Guerschon Yabusele,CHI,5500000.0,,,,,,5500000.0
Matas Buzelis,CHI,5455560.0,5715360.0,7584283.0,,,,11170920.0
Noa Essengue,CHI,5429520.0,5701200.0,5972760.0,8230464.0,,,11130720.0
Kris Dunn,LAC,5426400.0,5684800.0,,,,,5426400.0
Dario Šarić,DET,5426400.0,,,,,,5426400.0
Dalen Terry,NOP,5399118.0,,,,,,5399118.0
Bradley Beal,LAC,24737010.0,25004710.0,19383010.0,19383010.0,19383010.0,,5354000.0
Paul Reed,DET,5335894.0,5602689.0,,,,,5335894.0
Dereck Lively II,DAL,5253360.0,7239131.0,,,,,12492491.0
Nikola Topić,OKC,5182920.0,5429760.0,7482210.0,,,,10612680.0
Derik Queen,NOP,5157960.0,5416080.0,5673840.0,8107918.0,,,10574040.0
Kevin Porter Jr.,MIL,5134000.0,5390700.0,,,,,5134000.0
Marcus Smart,LAL,19920855.0,5390700.0,,,,,5134000.0
Andre Drummond,PHI,5000000.0,,,,,,5000000.0
Moritz Wagner,ORL,5000000.0,,,,,,5000000.0
Nick Richards,CHI,5000000.0,,,,,,
Gradey Dick,TOR,4990560.0,7131511.0,,,,,12122071.0
Malaki Branham,CHO,4962033.0,,,,,,4962033.0
Devin Carter,SAC,4923720.0,5158080.0,7370897.0,,,,10081800.0
Christian Braun,DEN,4921797.0,21551726.0,23275863.0,25000000.0,26724137.0,28448274.0,129921797.0
Carter Bryant,SAS,4900320.0,5145360.0,5390640.0,7983539.0,,,10045680.0
Walker Kessler,UTA,4878938.0,,,,,,4878938.0
Jordan Hawkins,NOP,4741320.0,7021895.0,,,,,11763215.0
Bub Carrington,WAS,4677600.0,4900560.0,7257730.0,,,,9578160.0
Thomas Sorber,OKC,4655040.0,4887720.0,5120400.0,7849573.0,,,9542760.0
Kobe Bufkin,BRK,5480297.0,2497812.0,,,,,4503720.0
Jose Alvarado,NYK,4500000.0,4500000.0,,,,,4500000.0
Nikola Jović,MIA,4445417.0,16200000.0,14904000.0,15096000.0,16200000.0,,66845417.0
Kel'el Ware,MIA,4443360.0,4654920.0,7135992.0,,,,9098280.0
Yang Hansen,POR,4422360.0,4643520.0,4864920.0,7462788.0,,,9065880.0
Peyton Watson,DEN,4356476.0,,,,,,4356476.0
Miles McBride,NYK,4333333.0,3956523.0,,,,,8289856.0
Keyonte George,UTA,4278960.0,6563925.0,,,,,10842885.0
Jared McCain,OKC,4221360.0,4422600.0,6784268.0,,,,8643960.0
Joan Beringer,MIN,4201080.0,4411200.0,4621200.0,7098163.0,,,8612280.0
Kevin Love,UTA,4150000.0,,,,,,4150000.0
Dalton Knecht,LAL,4010160.0,4201080.0,6452860.0,,,,8211240.0
Ryan Rollins,MIL,4000000.0,4000000.0,4000000.0,,,,8000000.0
Dwight Powell,DAL,4000000.0,,,,,,4000000.0
Walter Clayton,MEM,3991320.0,4190520.0,4390320.0,6752312.0,,,8181840.0
Jaime Jaquez Jr.,MIA,3861600.0,5939141.0,,,,,9800741.0
Nolan Traoré,BRK,3811560.0,4002000.0,4193040.0,6457282.0,,,7813560.0
Daniss Jenkins,DET,3809524.0,4000000.0,,,,,3809524.0
Tristan Da Silva,ORL,3809520.0,3991200.0,6138466.0,,,,7800720.0
Cole Anthony,MEM,5996274.0,3700000.0,3700000.0,,,,11100000.0
Gary Trent Jr.,MIL,3697105.0,3881960.0,,,,,3697105.0
Brandin Podziemski,GSW,3687960.0,5679459.0,,,,,9367419.0
Svi Mykhailiuk,UTA,3675000.0,3850000.0,4025000.0,,,,
Kasparas Jakučionis,MIA,3658800.0,3841680.0,4024440.0,6205687.0,,,7500480.0
Ja'Kobe Walter,TOR,3638160.0,3811800.0,5870172.0,,,,7449960.0
Gary Harris,MIL,3634153.0,3815861.0,,,,,3634153.0
Cam Whitmore,WAS,3539760.0,5458310.0,,,,,8998070.0
Will Riley,WAS,3512520.0,3688320.0,3864000.0,6155352.0,,,7200840.0
Jaylon Tyson,CLE,3492480.0,3658560.0,5641500.0,,,,7151040.0
Jaxson Hayes,LAL,3449323.0,,,,,,3449323.0
Dominick Barlow,PHI,3415000.0,3415000.0,,,,,3415000.0
Noah Clowney,BRK,3398640.0,5414034.0,,,,,8812674.0
Drake Powell,BRK,3372240.0,3540600.0,3709320.0,6101832.0,,,6912840.0
Yves Missi,NOP,3353040.0,3512760.0,5595827.0,,,,6865800.0
Blake Wesley,WAS,5643732.0,,,,,,3347458.0
Taurean Prince,MIL,3303774.0,3815861.0,,,,,3303774.0
Dariq Whitehead,BRK,3262560.0,,,,,,3262560.0
Asa Newell,ATL,3237480.0,3399480.0,3560880.0,6042814.0,,,6636960.0
DaRon Holmes,DEN,3218760.0,3372120.0,5547138.0,,,,6590880.0
Kris Murray,POR,3132000.0,5315004.0,,,,,8447004.0
Nique Clifford,SAC,3108120.0,3263400.0,3418800.0,5979481.0,,,6371520.0
Nassir Little,PHO,3107143.0,3107143.0,3107143.0,3107143.0,,,12428572.0
AJ Johnson,DAL,3090480.0,3237120.0,5493394.0,,,,6327600.0
De'Anthony Melton,GSW,3080921.0,3451779.0,,,,,3080921.0
Kyle Filipowski,UTA,3000000.0,3000000.0,3000000.0,,,,3000000.0
Ajay Mitchell,OKC,3000000.0,2850000.0,2850000.0,,,,3000000.0
Julian Champagnie,SAS,3000000.0,3000000.0,,,,,
Jase Richardson,ORL,2983320.0,3132360.0,3282000.0,5910882.0,,,6115680.0
Kyshawn George,WAS,2966760.0,3108000.0,5435892.0,,,,6074760.0
Tony Bradley,IND,3204816.0,,,,,,3204816.0
Marcus Sasser,DET,2886720.0,5198983.0,,,,,8085703.0
Ben Saraf,BRK,2884560.0,3028560.0,3172920.0,5720776.0,,,5913120.0
Pacôme Dadiet,NYK,2847600.0,2983680.0,5373608.0,,,,5831280.0
Danny Wolf,BRK,2801280.0,2941440.0,3081840.0,5559640.0,,,5742720.0
Ben Sheppard,IND,2790720.0,5031669.0,,,,,7822389.0
Hugo González,BOS,2783880.0,2923560.0,3062640.0,5528065.0,,,5707440.0
Liam McNeeley,CHO,2763960.0,2902080.0,3040320.0,5487778.0,,,5666040.0
Dillon Jones,WAS,2753280.0,,,,,,2753280.0
Yanic Konan Niederhäuser,LAC,2743800.0,2880960.0,3018480.0,5448356.0,,,5624760.0
Nick Smith Jr.,CHO,2710680.0,,,,,,2710680.0
Brice Sensabaugh,UTA,2693760.0,4862237.0,,,,,7555997.0
Julian Strawther,DEN,2674200.0,4826931.0,,,,,7501131.0
Terrence Shannon Jr.,MIN,2674080.0,2801640.0,5054159.0,,,,5475720.0
Ryan Dunn,PHO,2657760.0,2784240.0,5025553.0,,,,5442000.0
Kobe Brown,IND,2654880.0,4792059.0,,,,,2654880.0
Isaiah Collier,UTA,2638200.0,2763960.0,4988948.0,,,,5402160.0
Baylor Scheierman,BOS,2619000.0,2744040.0,4952993.0,,,,5363040.0
Xavier Tillman Sr.,CHO,2546675.0,,,,,,2546675.0
Cam Spencer,MEM,2537989.0,2411090.0,2616754.0,2830685.0,,,7565833.0
Luka Garza,BOS,2461463.0,2801346.0,,,,,5262809.0
Sandro Mamukelashvili,TOR,2461463.0,2801346.0,,,,,2461463.0
Trendon Watford,PHI,2461463.0,2801346.0,,,,,2461463.0
Jericho Sims,MIL,2461463.0,2801346.0,,,,,2461463.0
Dru Smith,MIA,2378870.0,2584539.0,2934742.0,,,,2378870.0
Josh Minott,BRK,2378870.0,2584539.0,,,,,2378870.0
Justin Champagnie,WAS,2349578.0,2667944.0,3005085.0,,,,5017522.0
